tSec,x,y,z,vx,vy,vz,
560,5772154.96720266,347964.651633454,3976586.06358541,-4271.91697561433,544.455468034562,6219.54030895742,
570,5729104.10196949,353389.055813817,4038550.5749077,-4338.17087647022,540.415101131081,6173.24442841916,
580,5685393.26620426,358772.749166186,4100048.61134204,-4403.90982041023,536.313387508239,6126.24630706987,
590,5641027.64720465,364115.120787888,4161073.17988665,-4469.1262737559,532.150841302667,6078.55183967324,
600,5596012.50724299,369415.564954455,4221617.34689083,-4533.81277539286,527.927984003898,6030.16700152924,
610,5550353.18283631,374673.48119266,4281674.23885566,-4597.96193764721,523.645344350376,5981.09784753746,
620,5504055.08400759,379888.274352338,4341237.04322521,-4661.56644714035,519.303458191371,5931.3505112261,
630,5457123.69353869,385059.354676717,4400299.00916783,-4724.61906560748,514.902868327805,5880.93120376577,
640,5409564.56621526,390186.137871114,4458853.44834774,-4787.1126306818,510.44412435165,5829.84621299575,
650,5361383.32806394,395268.045170109,4516893.73568696,-4849.04005666909,505.927782500951,5778.10190248535,
660,5312585.67558158,400304.503403378,4574413.31011807,-4910.3943353544,501.354405538133,5725.70471062889,
670,5263177.3749562,405294.945060411,4631405.67532797,-4971.16853687572,496.724562648316,5672.66114973907,
680,5213164.26127875,410238.808354277,4687864.40049229,-5031.3558106661,492.038829346331,5618.97780508091,
690,5162552.23774535,415135.537284437,4743783.12099964,-5090.94938641856,487.297787378351,5564.66133379833,
700,5111347.27485005,419984.581698499,4799155.53916458,-5149.94257499825,482.502024606417,5509.71846372815,
710,5059555.40956903,424785.397352705,4853975.42492826,-5208.32876923632,477.652134870498,5454.15599215038,
720,5007182.74453752,429537.445970936,4908236.61654673,-5266.10144458802,472.748717831196,5397.98078455372,
730,4954235.44722071,434240.195302091,4961933.02126708,-5323.25415969535,467.792378804011,5341.19977348251,
740,4900719.74907922,438893.119175832,5015058.61599272,-5379.78055692795,462.783728600415,5283.81995748387,
750,4846641.9447289,443495.697556826,5067607.44793843,-5435.67436296782,457.723383389737,5225.84840012305,
760,4792008.39109451,448047.416597754,5119573.63527567,-5490.92938946828,452.611964589565,5167.29222900971,
770,4736825.50655642,452547.768691364,5170951.36776803,-5545.53953378095,447.450098783931,5108.15863478466,
780,4681099.7700898,456996.252521816,5221734.90739619,-5599.49877972768,442.238417661988,5048.45487003768,
790,4624837.72039592,461392.373115473,5271918.58897166,-5652.80119839264,436.977557967761,4988.18824814261,
800,4568045.95502563,465735.641891219,5321496.82073841,-5705.44094890896,431.668161453348,4927.36614200002,
810,4510731.12949508,470025.576710301,5370464.08496143,-5757.4122792031,426.310874830968,4865.99598268258,
820,4452899.95639439,474261.701925673,5418814.93850136,-5808.70952664844,420.906349720971,4804.0852579972,
830,4394559.20449051,478443.548430794,5466544.01337438,-5859.32711858361,415.455242592736,4741.64151100875,
840,4335715.69782557,482570.653707774,5513646.0172976,-5909.25957268175,409.958214695238,4678.67233859307,
